image_name,split,class_id(1),x_center(1),y_center(1),width(1),height(1),class_id(2),x_center(2),y_center(2),width(2),height(2),class_id(3),x_center(3),y_center(3),width(3),height(3),class_id(4),x_center(4),y_center(4),width(4),height(4),class_id(5),x_center(5),y_center(5),width(5),height(5),class_id(6),x_center(6),y_center(6),width(6),height(6),class_id(7),x_center(7),y_center(7),width(7),height(7),class_id(8),x_center(8),y_center(8),width(8),height(8),class_id(9),x_center(9),y_center(9),width(9),height(9),class_id(10),x_center(10),y_center(10),width(10),height(10),class_id(11),x_center(11),y_center(11),width(11),height(11),class_id(12),x_center(12),y_center(12),width(12),height(12),class_id(13),x_center(13),y_center(13),width(13),height(13),class_id(14),x_center(14),y_center(14),width(14),height(14),class_id(15),x_center(15),y_center(15),width(15),height(15),class_id(16),x_center(16),y_center(16),width(16),height(16),class_id(17),x_center(17),y_center(17),width(17),height(17),class_id(18),x_center(18),y_center(18),width(18),height(18),class_id(19),x_center(19),y_center(19),width(19),height(19),class_id(20),x_center(20),y_center(20),width(20),height(20),class_id(21),x_center(21),y_center(21),width(21),height(21)
05_jpg.rf.b38369b04fc95879739c34f2ed5e5746.jpg,train,0,0.41796875,0.5109375,0.6921875,0.540625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05_jpg.rf.ca255c1f0f606f7e7262ddfa89e6a407.jpg,train,0,0.41796875,0.4890625,0.6921875,0.540625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_jpg.rf.65ebea5150fe68de799738c5417e8c65.jpg,train,0,0.7203125,0.66015625,0.43515625,0.25703125,0.0,0.56640625,0.4484375,0.35078125,0.15390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_jpg.rf.e9541c2ea4b2ab88a2096fdaaf2f4d96.jpg,train,0,0.7203125,0.33984375,0.43515625,0.25703125,0.0,0.56640625,0.5515625,0.35078125,0.15390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08_jpg.rf.3f3a8be31ea4f18a1ae81a4d45b40f1a.jpg,train,0,0.7859375,0.8234375,0.2453125,0.2140625,0.0,0.81953125,0.47109375,0.18515625,0.12734375,0.0,0.63671875,0.36171875,0.2234375,0.08203125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08_jpg.rf.9ae2781200b97c3b8a2f801289136c92.jpg,train,0,0.2140625,0.8234375,0.2453125,0.2140625,0.0,0.18046875,0.47109375,0.18515625,0.12734375,0.0,0.36328125,0.36171875,0.2234375,0.08203125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09_jpg.rf.5cca63bcaa932d8c25a2c08ad573b313.jpg,train,0,0.36796875,0.484375,0.45703125,0.14921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09_jpg.rf.6eec203ec367576fdf123d19ab3e99c3.jpg,train,0,0.63203125,0.484375,0.45703125,0.14921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100_jpg.rf.2098d85c7f1f9e6f50d7f519f556c4fd.jpg,train,0,0.4984375,0.4984375,0.996875,0.41875,0.0,0.415625,0.896875,0.459375,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100_jpg.rf.6bcef9fe6316854de36a78ed73f2fc4c.jpg,train,0,0.4203125,0.509375,0.2640625,0.09140625,0.0,0.61796875,0.321875,0.115625,0.05078125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100_jpg.rf.8fb3715de35d8386ed0510494147745e.jpg,train,0,0.5796875,0.490625,0.2640625,0.09140625,0.0,0.38203125,0.678125,0.115625,0.05078125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100_jpg.rf.a192653eed947ed86375452e4c9cd67a.jpg,train,0,0.4984375,0.5015625,0.996875,0.41875,0.0,0.415625,0.103125,0.459375,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100_jpg.rf.ba8563c5be89839af0ce4dd3d103f5e9.jpg,train,0,0.5796875,0.509375,0.2640625,0.09140625,0.0,0.38203125,0.321875,0.115625,0.05078125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100_jpg.rf.eaf7c74f4d8e74cb5afb9b8eb569f135.jpg,train,0,0.5015625,0.4984375,0.996875,0.41875,0.0,0.584375,0.896875,0.459375,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101_jpg.rf.179047892b748c4d7a5264b347320ac9.jpg,train,0,0.4390625,0.3890625,0.62265625,0.21171875,0.0,0.6421875,0.70078125,0.228125,0.06953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101_jpg.rf.ccb0b6fe2321abfd591e1eb6df034510.jpg,train,0,0.5609375,0.6109375,0.62265625,0.21171875,0.0,0.3578125,0.29921875,0.228125,0.06953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101_jpg.rf.e33ead3fb4da0035f3c573c63b89b833.jpg,train,0,0.4390625,0.6109375,0.62265625,0.21171875,0.0,0.6421875,0.29921875,0.228125,0.06953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102_jpg.rf.4f7e718b5bd6337e266a89c3f8859254.jpg,train,0,0.58203125,0.46875,0.8171875,0.44453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102_jpg.rf.502e66a67126d17f62bec5d8a3be76ae.jpg,train,0,0.41796875,0.46875,0.8171875,0.44453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102_jpg.rf.50a6e9e12dd741ac4bb95f8d42b7d9c9.jpg,train,0,0.4359375,0.39296875,0.42578125,0.3921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102_jpg.rf.e9ccd59671429836c259cfc03f909672.jpg,train,0,0.5640625,0.39296875,0.42578125,0.3921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104_jpg.rf.773a283330076b86da9018403b26d6c4.jpg,train,0,0.9015625,0.96875,0.196875,0.0625,0.0,0.27421875,0.87734375,0.2953125,0.11328125,0.0,0.0515625,0.8171875,0.0984375,0.05078125,0.0,0.125,0.48828125,0.2015625,0.2140625,0.0,0.76796875,0.78515625,0.43046875,0.2859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104_jpg.rf.a6bb2a91632b69b2ca52730810eb6f8f.jpg,train,0,0.0984375,0.03125,0.196875,0.0625,0.0,0.72578125,0.12265625,0.2953125,0.11328125,0.0,0.9484375,0.1828125,0.0984375,0.05078125,0.0,0.875,0.51171875,0.2015625,0.2140625,0.0,0.23203125,0.21484375,0.43046875,0.2859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105_jpg.rf.139912d94f2204f5ffb40d8416ce4cc2.jpg,train,0,0.5,0.71171875,0.4828125,0.271875,0.0,0.47265625,0.3921875,0.259375,0.11328125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105_jpg.rf.1627d2667e867e2bc0d656f0dc144c06.jpg,train,0,0.5,0.28828125,0.4828125,0.271875,0.0,0.52734375,0.6078125,0.259375,0.11328125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105_jpg.rf.5edaabd956fe1a2d20c8674e6020c38c.jpg,train,0,0.5453125,0.43984375,0.646875,0.7328125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105_jpg.rf.cfe61d6bc852174d3e199b2c61731c06.jpg,train,0,0.5453125,0.56015625,0.646875,0.7328125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105_jpg.rf.f0ec1ccf5f35cabc63b235a4f68b8994.jpg,train,0,0.4546875,0.43984375,0.646875,0.7328125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106_jpg.rf.37fab84c2c6d68ee8b2a3b5de82e8574.jpg,train,0,0.5453125,0.61640625,0.46875,0.125,0.0,0.61328125,0.4125,0.18515625,0.040625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106_jpg.rf.dc6d11c3c5d03292ad9c7346e0f7d748.jpg,train,0,0.4546875,0.38359375,0.46875,0.125,0.0,0.38671875,0.5875,0.18515625,0.040625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106_jpg.rf.f5710017d05f04f8aa00a767e9094deb.jpg,train,0,0.4546875,0.61640625,0.46875,0.125,0.0,0.38671875,0.4125,0.18515625,0.040625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107_jpg.rf.5ff4011cad1eb995d749aae21d7468c6.jpg,train,0,0.6234375,0.4421875,0.5140625,0.5171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107_jpg.rf.cab429b78a4c037694ca1ddb8a928f66.jpg,train,0,0.6234375,0.5578125,0.5140625,0.5171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108_jpg.rf.07936d1af9d3d8a505cf310a727a58f1.jpg,train,0,0.521875,0.59609375,0.84609375,0.35546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108_jpg.rf.570b5e2bedbebec500b8ed45cde79345.jpg,train,0,0.521875,0.59609375,0.84609375,0.35546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108_jpg.rf.9aaa0be092cf69031ec5d4eb71177042.jpg,train,0,0.2125,0.2609375,0.425,0.071875,0.0,0.4203125,0.44453125,0.58671875,0.2015625,0.0,0.49296875,0.7515625,0.9859375,0.3890625,0.0,0.36875,0.109375,0.1734375,0.0578125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108_jpg.rf.9b5f30c90155b5a2c29262751379fd46.jpg,train,0,0.7875,0.2609375,0.425,0.071875,0.0,0.5796875,0.44453125,0.58671875,0.2015625,0.0,0.50703125,0.7515625,0.9859375,0.3890625,0.0,0.63125,0.109375,0.1734375,0.0578125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108_jpg.rf.b3197600abcb322bdc3a84ca765f210a.jpg,train,0,0.7875,0.7390625,0.425,0.071875,0.0,0.5796875,0.55546875,0.58671875,0.2015625,0.0,0.50703125,0.2484375,0.9859375,0.3890625,0.0,0.63125,0.890625,0.1734375,0.0578125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108_jpg.rf.b6b38f558afdc43db7cb3293a0ce4d46.jpg,train,0,0.521875,0.40390625,0.84609375,0.35546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109_jpg.rf.40e6aa7d4e09256954cfd841b8c63999.jpg,train,0,0.5046875,0.4515625,0.81953125,0.34140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109_jpg.rf.5fb7f368f85e8b7c9a98c7db04ae2711.jpg,train,0,0.53515625,0.35703125,0.81484375,0.33671875,0.0,0.0953125,0.6734375,0.18046875,0.07421875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109_jpg.rf.8ca2db4b40995293f4749b97e7515a72.jpg,train,0,0.46484375,0.64296875,0.81484375,0.33671875,0.0,0.9046875,0.3265625,0.18046875,0.07421875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109_jpg.rf.f2001cc00b39d7f88b0711a8984154ba.jpg,train,0,0.4953125,0.4515625,0.81953125,0.34140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10_jpg.rf.1d8cb1a06fcc2c2222c1114476251959.jpg,train,0,0.5609375,0.453125,0.40625,0.146875,0.0,0.40859375,0.759375,0.2140625,0.06953125,0.0,0.26328125,0.63828125,0.384375,0.14921875,0.0,0.73671875,0.796875,0.28828125,0.1078125,0.0,0.83515625,0.93125,0.3296875,0.12265625,0.0,0.0578125,0.875,0.1078125,0.146875,0.0,0.4046875,0.25625,0.18984375,0.16796875,0.0,0.7328125,0.6921875,0.16796875,0.084375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10_jpg.rf.263f63e1301f819a9ca543afba8895d3.jpg,train,0,0.45703125,0.72578125,0.80546875,0.50703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10_jpg.rf.27be1fcbf1edc25b626cfbf193263641.jpg,train,0,0.54296875,0.72578125,0.80546875,0.50703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10_jpg.rf.34d3977ec50d6b0a9f5ac53cd9463b78.jpg,train,0,0.4390625,0.546875,0.40625,0.146875,0.0,0.59140625,0.240625,0.2140625,0.06953125,0.0,0.73671875,0.36171875,0.384375,0.14921875,0.0,0.26328125,0.203125,0.28828125,0.1078125,0.0,0.16484375,0.06875,0.3296875,0.12265625,0.0,0.9421875,0.125,0.1078125,0.146875,0.0,0.5953125,0.74375,0.18984375,0.16796875,0.0,0.2671875,0.3078125,0.16796875,0.084375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10_jpg.rf.8d9f5bea5bf29dbe49a633bb9d6ab154.jpg,train,0,0.45703125,0.27421875,0.80546875,0.50703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110_jpg.rf.98c1cde24b45438cefd66c7213c9cc2a.jpg,train,0,0.47578125,0.4359375,0.521875,0.71640625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110_jpg.rf.a0744c8d3a43559d2eefa056a95df79d.jpg,train,0,0.52421875,0.5640625,0.521875,0.71640625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111_jpg.rf.23d5cac79ed39fb2a1f14506dc52665c.jpg,train,0,0.53828125,0.38203125,0.83671875,0.6515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111_jpg.rf.5ffbaf9923f833f633ddd9d56dbba414.jpg,train,0,0.46171875,0.38203125,0.83671875,0.6515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111_jpg.rf.c5157fd90e6889aeb7a8ef2598e0c5e9.jpg,train,0,0.46171875,0.61796875,0.83671875,0.6515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114_jpg.rf.9d4f6e73c32ffed112ab7072640ad748.jpg,train,0,0.2484375,0.515625,0.27421875,0.05078125,0.0,0.43515625,0.3765625,0.85078125,0.17578125,0.0,0.9,0.4984375,0.1921875,0.05078125,0.0,0.8125,0.69140625,0.18515625,0.03828125,0.0,0.20703125,0.665625,0.365625,0.0984375,0.0,0.3421875,0.2359375,0.3265625,0.08671875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114_jpg.rf.a8a43e8a2c77d8a29a67875abaf81177.jpg,train,0,0.2484375,0.484375,0.27421875,0.05078125,0.0,0.43515625,0.6234375,0.85078125,0.17578125,0.0,0.9,0.5015625,0.1921875,0.05078125,0.0,0.8125,0.30859375,0.18515625,0.03828125,0.0,0.20703125,0.334375,0.365625,0.0984375,0.0,0.3421875,0.7640625,0.3265625,0.08671875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114_jpg.rf.ea878285dc73355c709dd93e96d1f709.jpg,train,0,0.7515625,0.515625,0.27421875,0.05078125,0.0,0.56484375,0.3765625,0.85078125,0.17578125,0.0,0.1,0.4984375,0.1921875,0.05078125,0.0,0.1875,0.69140625,0.18515625,0.03828125,0.0,0.79296875,0.665625,0.365625,0.0984375,0.0,0.6578125,0.2359375,0.3265625,0.08671875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116_jpg.rf.545442e75dcf032878159cf0c7554402.jpg,train,0,0.64765625,0.37265625,0.68515625,0.4109375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116_jpg.rf.89aceda9a201ec99339f8982d9741150.jpg,train,0,0.64765625,0.62734375,0.68515625,0.4109375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116_jpg.rf.a24b273b3206564b13418c31b1da1ffd.jpg,train,0,0.35234375,0.62734375,0.68515625,0.4109375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
